Geneid	Chr	Start	End	Length
XP_003666483.1	NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477	4075115;4075487;4076339;4076954;4077320;4078108;4078335;4078845;4079063;4079370;4080095;4080701	4075339;4076024;4076845;4077187;4078017;4078270;4078775;4078968;4079250;4079988;4080550;4080956	4449
XP_003666484.1	NC_016477	4084826	4085470	645
NC_016477:00016	NC_016477	4085910	4086021	112
XP_003666485.1	NC_016477	4087638	4088081	444
XP_003666486.1	NC_016477	4088223	4088945	723
XP_003666487.1	NC_016477	4089918	4090886	969
XP_003666488.1	NC_016477;NC_016477;NC_016477;NC_016477	4091672;4091895;4092169;4092561	4091819;4092081;4092531;4092903	1041
XP_003666489.1	NC_016477	4093764	4094528	765
XP_003666490.1	NC_016477	4095189	4095629	441
XP_003666491.1	NC_016477;NC_016477	4096305;4097663	4097562;4099311	2907
XP_003666492.1	NC_016477;NC_016477;NC_016477;NC_016477;NC_016477;NC_016477	4101577;4101739;4102278;4102646;4103300;4103803	4101679;4102170;4102556;4103204;4103693;4104114	2079
XP_003666493.1	NC_016477;NC_016477;NC_016477;NC_016477	4104860;4104982;4105543;4105766	4104913;4105506;4105675;4105863	810
XP_003666494.1	NC_016477	4106723	4107535	813
XP_003666495.1	NC_016477;NC_016477;NC_016477;NC_016477	4108242;4108353;4108494;4108975	4108290;4108459;4108814;4109007	510
XP_003666496.1	NC_016477	4109227	4110075	849
XP_003666497.1	NC_016477;NC_016477	4111919;4113768	4113688;4114070	2073
XP_003666498.1	NC_016477;NC_016477	4114225;4114310	4114234;4116030	1731
XP_003666499.1	NC_016477;NC_016477	4117171;4117624	4117514;4117804	525
XP_003666500.1	NC_016477;NC_016477;NC_016477	4117985;4118231;4118360	4118168;4118283;4118644	522
XP_003666503.1	NC_016478;NC_016478;NC_016478;NC_016478	4054;6586;6955;7350	6507;6894;7289;7800	3549
XP_003666504.1	NC_016478;NC_016478	8973;9723	9609;10291	1206
XP_003666505.1	NC_016478	11069	12697	1629
XP_003666506.1	NC_016478;NC_016478	14734;14928	14835;15437	612
XP_003666507.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	24661;24787;25027;25370;25658;25882	24718;24917;25273;25582;25794;26448	1353
XP_003666508.1	NC_016478;NC_016478	28611;30173	30090;30675	1983
XP_003666509.1	NC_016478;NC_016478;NC_016478	31569;31960;33192	31867;33103;33506	1758
XP_003666510.1	NC_016478;NC_016478;NC_016478	35434;36082;36776	35965;36684;37548	1908
XP_003666511.1	NC_016478	38631	39311	681
XP_003666512.1	NC_016478;NC_016478;NC_016478	43831;44615;45488	44454;45392;45711	1626
XP_003666513.1	NC_016478	46890	47615	726
XP_003666514.1	NC_016478;NC_016478	48346;48864	48754;48895	441
XP_003666515.1	NC_016478;NC_016478	49384;49710	49642;49726	276
XP_003666516.1	NC_016478	93627	93791	165
XP_003666517.1	NC_016478;NC_016478	126626;127022	126924;127124	402
XP_003666518.1	NC_016478;NC_016478;NC_016478	128704;129774;130130	129629;129994;130707	1725
XP_003666519.1	NC_016478	169284	169553	270
XP_003666520.1	NC_016478;NC_016478;NC_016478	178943;179394;179652	179053;179525;179840	432
XP_003666521.1	NC_016478;NC_016478	215354;215696	215602;215932	486
XP_003666522.1	NC_016478;NC_016478	217020;217640	217294;217817	453
XP_003666523.1	NC_016478	219003	219458	456
XP_003666524.1	NC_016478	219718	221166	1449
XP_003666525.1	NC_016478;NC_016478;NC_016478;NC_016478	224140;224247;224442;224924	224157;224354;224836;225470	1068
XP_003666526.1	NC_016478;NC_016478;NC_016478;NC_016478	227627;227700;227861;228169	227658;227755;227962;228476	498
XP_003666527.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	228752;229017;229220;229571;229987;230153;230302;230464;231176;231437;232510;236259	228934;229164;229491;229913;230077;230223;230387;231076;231326;232410;236168;237440	7773
XP_003666528.1	NC_016478;NC_016478;NC_016478;NC_016478	239110;239548;240206;241108	239472;240145;241045;241163	1857
XP_003666529.1	NC_016478	242911	244014	1104
XP_003666530.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	247199;247858;248145;248431;248677	247615;248054;248360;248609;248720	1053
XP_003666531.1	NC_016478	250438	253605	3168
XP_003666532.1	NC_016478;NC_016478	255747;256055	255981;256989	1170
XP_003666533.1	NC_016478	258861	260831	1971
XP_003666534.1	NC_016478;NC_016478	263608;264156	264067;264172	477
XP_003666535.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	264649;264725;265009;265169;265624;270816	264690;264866;265051;265253;270753;271028	5655
XP_003666536.1	NC_016478;NC_016478	366856;367201	366942;367410	297
XP_003666537.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	385883;386785;387117;387389;388600	386660;387019;387232;388461;388659	2262
XP_003666538.1	NC_016478;NC_016478;NC_016478;NC_016478	390310;390463;390603;390855	390352;390478;390782;390888	273
XP_003666539.1	NC_016478;NC_016478	391609;392076	392016;392273	606
XP_003666540.1	NC_016478;NC_016478;NC_016478	392747;393725;395043	393666;394957;395058	2169
XP_003666541.1	NC_016478;NC_016478;NC_016478	395624;396175;396562	395633;396496;397081	852
XP_003666542.1	NC_016478	397849	398835	987
XP_003666543.1	NC_016478;NC_016478;NC_016478;NC_016478	400366;401539;401809;402469	401445;401741;402414;402472	1893
XP_003666544.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	404831;405009;405323;405396;405609	404950;405260;405323;405579;406185	1134
XP_003666545.1	NC_016478;NC_016478;NC_016478;NC_016478	407895;408248;410291;410616	408154;410209;410557;410709	2583
XP_003666546.1	NC_016478;NC_016478;NC_016478	411534;412040;412764	411976;412709;412856	1206
XP_003666547.1	NC_016478;NC_016478;NC_016478	413469;413969;414218	413863;414129;414240	579
XP_003666548.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	417557;417743;418691;418962;419137;419252;419422;419707;419974	417608;418588;418812;419055;419186;419330;419621;419749;420062	1575
XP_003666549.1	NC_016478;NC_016478	422339;422804	422732;423087	678
XP_003666550.1	NC_016478;NC_016478;NC_016478	424120;424353;424862	424171;424706;425148	693
XP_003666551.1	NC_016478	425824	426222	399
XP_003666552.1	NC_016478;NC_016478	427472;429613	429074;429905	1896
XP_003666553.1	NC_016478;NC_016478;NC_016478	454217;454350;454681	454289;454588;454932	564
XP_003666554.1	NC_016478	457826	460048	2223
XP_003666555.1	NC_016478	461230	462591	1362
XP_003666556.1	NC_016478	465327	465827	501
XP_003666557.1	NC_016478;NC_016478;NC_016478	469157;469579;469816	469458;469746;470149	804
XP_003666558.1	NC_016478;NC_016478;NC_016478	471197;471806;472104	471700;471952;472907	1455
XP_003666559.1	NC_016478;NC_016478;NC_016478	474631;474796;475587	474736;475489;475773	987
XP_003666560.1	NC_016478;NC_016478;NC_016478;NC_016478	477364;477552;478058;479848	477455;478001;479790;480134	2562
XP_003666561.1	NC_016478	480361	481506	1146
XP_003666562.1	NC_016478;NC_016478;NC_016478;NC_016478	482140;482285;482504;484347	482219;482448;484270;484522	2187
XP_003666563.1	NC_016478;NC_016478;NC_016478;NC_016478	484930;486561;487146;487485	486501;487081;487382;487710	2556
XP_003666564.1	NC_016478	488694	489539	846
XP_003666565.1	NC_016478;NC_016478;NC_016478	490272;491764;492667	491469;492444;492734	1947
XP_003666566.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	494183;494324;494429;494544;494802;495021	494246;494366;494469;494695;494927;495449	855
XP_003666567.1	NC_016478;NC_016478;NC_016478	496395;497611;497935	497552;497861;499345	2820
XP_003666568.1	NC_016478	502352	503977	1626
XP_003666569.1	NC_016478;NC_016478;NC_016478	513349;513909;514242	513857;514080;514346	786
XP_003666570.1	NC_016478	515342	516460	1119
XP_003666571.1	NC_016478	517111	518226	1116
XP_003666572.1	NC_016478;NC_016478;NC_016478;NC_016478	519118;519700;520258;520394	519585;520181;520315;520501	1116
XP_003666573.1	NC_016478;NC_016478;NC_016478	521965;522312;522491	522249;522424;522509	417
XP_003666574.1	NC_016478;NC_016478	523142;526124	526014;526280	3030
XP_003666575.1	NC_016478;NC_016478;NC_016478;NC_016478	527336;528499;530266;530681	528444;530200;530619;530755	3240
XP_003666576.1	NC_016478	531972	533723	1752
XP_003666577.1	NC_016478;NC_016478;NC_016478	535240;536414;536834	536181;536507;536934	1137
XP_003666578.1	NC_016478;NC_016478;NC_016478;NC_016478	537616;538170;538449;538556	538064;538303;538489;539008	1077
XP_003666579.1	NC_016478;NC_016478;NC_016478	540484;540584;542700	540490;542643;543059	2427
XP_003666580.1	NC_016478;NC_016478;NC_016478	544389;544724;545482	544661;545401;546000	1470
XP_003666581.1	NC_016478;NC_016478;NC_016478	546318;548919;549119	548851;549055;549132	2685
XP_003666582.1	NC_016478;NC_016478	549647;550137	550080;551418	1716
XP_003666583.1	NC_016478;NC_016478;NC_016478	552809;552993;555337	552957;555275;555679	2775
XP_003666584.1	NC_016478	556368	558497	2130
XP_003666585.1	NC_016478;NC_016478;NC_016478;NC_016478	559414;559633;559921;560043	559492;559855;559940;560437	717
XP_003666586.1	NC_016478;NC_016478	560750;562486	562426;562887	2079
XP_003666587.1	NC_016478;NC_016478;NC_016478	564419;564618;565457	564510;565366;565581	966
XP_003666588.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	566023;567343;567856;568138;568332;568476;568693	567291;567804;568086;568266;568399;568613;568711	2316
XP_003666589.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	569854;570026;570271;570805;570955;571856;572130	569940;570140;570359;570894;571790;572030;572387	1650
XP_003666590.1	NC_016478;NC_016478;NC_016478;NC_016478	572902;573007;573159;573992	572910;573069;573932;575158	2013
XP_003666591.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	576015;576154;576293;576424;576743;576990;577309	576078;576191;576334;576671;576920;577244;577395	912
XP_003666592.1	NC_016478;NC_016478	578362;580939	580862;581155	2718
XP_003666593.1	NC_016478;NC_016478;NC_016478	600280;600521;600772	600460;600675;601302	867
XP_003666594.1	NC_016478;NC_016478	602389;602491	602473;602576	171
XP_003666595.1	NC_016478;NC_016478;NC_016478;NC_016478	602735;602884;603347;603585	602811;603049;603450;603669	432
XP_003666596.1	NC_016478	604042	604470	429
XP_003666597.1	NC_016478	604638	604856	219
XP_003666598.1	NC_016478;NC_016478;NC_016478	605181;605314;605497	605280;605422;605677	390
XP_003666599.1	NC_016478;NC_016478	605934;606124	606043;606388	375
XP_003666600.1	NC_016478;NC_016478	709077;709408	709268;710301	1086
XP_003666601.1	NC_016478	712827	713045	219
XP_003666602.1	NC_016478;NC_016478;NC_016478	714309;714631;716136	714427;716007;716316	1677
XP_003666603.1	NC_016478;NC_016478;NC_016478	717061;717788;718050	717693;717978;718461	1236
XP_003666604.1	NC_016478;NC_016478	719786;720070	720005;722954	3105
XP_003666605.1	NC_016478;NC_016478;NC_016478	724137;724603;725268	724479;725194;725463	1131
XP_003666606.1	NC_016478;NC_016478	726536;727046	726855;727547	822
XP_003666607.1	NC_016478	730271	732349	2079
XP_003666608.1	NC_016478	736413	740024	3612
XP_003666609.1	NC_016478	740847	746384	5538
XP_003666610.1	NC_016478	747289	748314	1026
XP_003666611.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	750444;750637;750749;750927;751010;751366;751451;751774;751996;752521	750549;750682;750867;750940;751274;751397;751708;751892;752430;752545	1419
XP_003666612.1	NC_016478;NC_016478	753453;753883	753845;753987	498
XP_003666613.1	NC_016478	755748	756299	552
XP_003666614.1	NC_016478;NC_016478;NC_016478	756784;756931;758149	756849;757484;758431	903
XP_003666615.1	NC_016478	760800	762500	1701
XP_003666616.1	NC_016478;NC_016478;NC_016478	762773;763956;764204	763866;764133;764272	1341
XP_003666617.1	NC_016478;NC_016478;NC_016478;NC_016478	765210;765282;765512;768089	765228;765439;768026;768132	2736
XP_003666618.1	NC_016478;NC_016478;NC_016478;NC_016478	771448;771683;771916;772254	771537;771856;772194;772325	615
XP_003666619.1	NC_016478;NC_016478	781722;782107	781981;785497	3651
XP_003666620.1	NC_016478;NC_016478	787581;788016	787758;789346	1509
XP_003666621.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	790871;791546;792625;792788;793182	791337;792491;792666;793123;793763	2373
XP_003666622.1	NC_016478;NC_016478;NC_016478;NC_016478	796519;796842;797396;797784	796777;797297;797701;798490	1728
XP_003666623.1	NC_016478;NC_016478	799272;799728	799662;800461	1125
XP_003666624.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	801991;802197;802445;802893;803088;803194;803974	802135;802357;802831;803022;803127;803859;804730	2286
XP_003666625.1	NC_016478	805246	807048	1803
XP_003666626.1	NC_016478;NC_016478;NC_016478	807523;808363;808948	807622;808881;809093	765
XP_003666627.1	NC_016478	809274	809435	162
XP_003666628.1	NC_016478	811523	812476	954
XP_003666629.1	NC_016478;NC_016478	814508;814800	814689;815296	679
XP_003666630.1	NC_016478;NC_016478	816564;817657	817583;818442	1806
XP_003666631.1	NC_016478	819179	820768	1590
XP_003666632.1	NC_016478;NC_016478;NC_016478;NC_016478	821368;822401;823385;824497	822334;823086;824404;824649	2826
XP_003666633.1	NC_016478	825837	827018	1182
XP_003666634.1	NC_016478;NC_016478;NC_016478	830607;830898;831428	830796;831274;831817	957
XP_003666635.1	NC_016478	833039	833998	960
XP_003666636.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	841854;842164;842533;843201;843432	842019;842376;843074;843380;844196	1866
XP_003666637.1	NC_016478;NC_016478;NC_016478;NC_016478	846070;846275;846700;847560	846202;846606;847467;847703	1377
XP_003666638.1	NC_016478;NC_016478	848338;849406	849252;849921	1431
XP_003666639.1	NC_016478	851174	852025	852
XP_003666640.1	NC_016478;NC_016478	852388;852886	852815;852946	489
XP_003666641.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	853452;853532;853691;853835;853991	853454;853584;853747;853916;854014	219
XP_003666642.1	NC_016478	863447	865501	2055
XP_003666643.1	NC_016478	867252	867428	177
XP_003666644.1	NC_016478;NC_016478	867675;868358	868040;868444	453
XP_003666645.1	NC_016478;NC_016478;NC_016478;NC_016478	870257;870490;870776;872909	870388;870710;872830;873116	2616
XP_003666646.1	NC_016478	873673	873879	207
XP_003666647.1	NC_016478	874737	875120	384
XP_003666648.1	NC_016478;NC_016478	877457;878928	878856;879399	1872
XP_003666649.1	NC_016478;NC_016478;NC_016478	884231;884632;885840	884286;885779;886972	2337
XP_003666650.1	NC_016478;NC_016478;NC_016478	887735;888381;888700	888326;888640;888921	1074
XP_003666651.1	NC_016478;NC_016478	889577;889888	889831;890457	825
XP_003666652.1	NC_016478;NC_016478	892034;892296	892231;895034	2937
XP_003666653.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	895999;896701;897431;898935;899113	896588;897367;898562;899032;899265	2640
XP_003666654.1	NC_016478;NC_016478	900325;901687	901630;902342	1962
MYCTH_t181	NC_016478	904099	904169	71
XP_003666655.1	NC_016478	904506	904700	195
XP_003666656.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	905345;905675;905900;906154;906574;906795;907330	905401;905721;906019;906192;906690;906826;907391	474
XP_003666657.1	NC_016478;NC_016478	920632;921247	921014;921484	621
XP_003666658.1	NC_016478;NC_016478	921783;922761	922598;922994	1050
XP_003666659.1	NC_016478	923819	924097	279
XP_003666660.1	NC_016478;NC_016478	924967;926993	926892;927172	2106
XP_003666661.1	NC_016478	928178	928402	225
XP_003666662.1	NC_016478	928582	929580	999
XP_003666663.1	NC_016478;NC_016478	931752;932150	932065;934079	2244
XP_003666664.1	NC_016478;NC_016478;NC_016478	937054;937251;937919	937143;937829;938899	1650
XP_003666665.1	NC_016478;NC_016478;NC_016478	940141;940449;941008	940344;940878;941564	1191
XP_003666666.1	NC_016478;NC_016478	942334;942664	942581;944584	2169
XP_003666667.1	NC_016478	947574	948608	1035
XP_003666668.1	NC_016478	954257	955030	774
XP_003666669.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	956143;956251;956551;956627;956772;957135;957391;957563	956173;956329;956562;956715;956896;957217;957497;957615	579
XP_003666670.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	960795;961048;961601;962116;962631	960934;961515;962021;962515;962695	1494
XP_003666671.1	NC_016478;NC_016478;NC_016478	965166;966588;967164	966501;967100;968686	3372
XP_003666672.1	NC_016478;NC_016478;NC_016478	969333;969634;970199	969453;969835;970259	384
XP_003666673.1	NC_016478	971180	971518	339
XP_003666674.1	NC_016478;NC_016478	973188;973662	973584;974347	1083
XP_003666675.1	NC_016478;NC_016478	975764;977538	977476;977762	1938
XP_003666676.1	NC_016478	979579	980625	1047
XP_003666677.1	NC_016478	982339	982506	168
XP_003666678.1	NC_016478;NC_016478;NC_016478	985014;985737;986069	985426;985889;986153	651
XP_003666679.1	NC_016478	987827	988588	762
XP_003666680.1	NC_016478	990065	990787	723
XP_003666681.1	NC_016478;NC_016478	990928;992212	992113;992219	1194
XP_003666682.1	NC_016478;NC_016478;NC_016478	992906;993273;995139	993198;995044;995728	2655
XP_003666683.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	997306;997578;997836;997897;997934;998128;998282;998457;998690;998827;998925;999053;999202	997359;997581;997848;997897;998036;998244;998397;998507;998742;998842;998980;999078;999263	672
XP_003666684.1	NC_016478;NC_016478	1000047;1000609	1000510;1005643	5499
XP_003666685.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1008457;1008777;1009317;1009443;1009528	1008716;1009225;1009374;1009462;1009619	879
XP_003666686.1	NC_016478;NC_016478	1010053;1010163	1010098;1011070	954
XP_003666687.1	NC_016478;NC_016478;NC_016478;NC_016478	1011305;1011490;1012458;1012625	1011388;1012382;1012546;1012656	1098
XP_003666688.1	NC_016478;NC_016478;NC_016478	1013074;1013225;1013381	1013108;1013314;1015082	1827
XP_003666689.1	NC_016478	1015618	1016289	672
XP_003666690.1	NC_016478	1017419	1019119	1701
XP_003666691.1	NC_016478;NC_016478	1021696;1021827	1021758;1022423	660
XP_003666692.1	NC_016478;NC_016478	1023514;1023831	1023670;1024690	1017
XP_003666693.1	NC_016478;NC_016478	1025317;1025687	1025643;1026157	798
XP_003666694.1	NC_016478;NC_016478;NC_016478	1026980;1027780;1028199	1027709;1028093;1028315	1161
XP_003666695.1	NC_016478;NC_016478;NC_016478	1029320;1030111;1031941	1029961;1031874;1032219	2685
XP_003666696.1	NC_016478	1033002	1033958	957
XP_003666697.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1048260;1048496;1048812;1049158;1049860;1050068;1050143	1048402;1048563;1048861;1049404;1049942;1050070;1050220	672
XP_003666698.1	NC_016478;NC_016478;NC_016478	1053486;1053783;1053923	1053728;1053862;1055060	1461
XP_003666699.1	NC_016478;NC_016478	1058903;1059120	1059029;1059445	453
XP_003666700.1	NC_016478	1059801	1061426	1626
NC_016478:00002	NC_016478	1062095	1062189	95
XP_003666701.1	NC_016478;NC_016478;NC_016478;NC_016478	1063839;1064008;1064189;1064466	1063938;1064120;1064377;1064582	519
XP_003666702.1	NC_016478;NC_016478;NC_016478	1064840;1065479;1066216	1065389;1066070;1066273	1200
XP_003666703.1	NC_016478;NC_016478;NC_016478	1066815;1066928;1068096	1066868;1068017;1068670	1719
XP_003666704.1	NC_016478;NC_016478	1069310;1069713	1069472;1069867	318
XP_003666705.1	NC_016478;NC_016478;NC_016478	1071150;1071371;1071641	1071254;1071574;1072057	726
XP_003666706.1	NC_016478;NC_016478;NC_016478	1072900;1073107;1073269	1073049;1073169;1073364	309
XP_003666707.1	NC_016478;NC_016478;NC_016478;NC_016478	1075112;1075365;1075496;1075688	1075304;1075432;1075627;1075705	411
XP_003666708.1	NC_016478;NC_016478;NC_016478;NC_016478	1076044;1076214;1076308;1076472	1076136;1076245;1076389;1076498	234
XP_003666709.1	NC_016478;NC_016478;NC_016478;NC_016478	1077428;1077668;1077753;1078337	1077606;1077695;1078269;1078953	1341
XP_003666710.1	NC_016478;NC_016478	1079752;1080062	1079932;1080282	402
XP_003666711.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1081752;1082564;1083085;1083400;1084496	1082488;1083026;1083321;1084419;1084885	2847
XP_003666712.1	NC_016478;NC_016478;NC_016478;NC_016478	1088229;1089839;1090157;1090264	1089632;1090082;1090192;1090280	1701
XP_003666713.1	NC_016478	1091697	1093922	2226
XP_003666714.1	NC_016478;NC_016478	1095223;1095487	1095343;1095653	288
XP_003666715.1	NC_016478	1098576	1099886	1311
XP_003666716.1	NC_016478;NC_016478;NC_016478	1100026;1100293;1100461	1100229;1100403;1100532	387
XP_003666717.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1100995;1101489;1101747;1102047;1102285;1102421;1102768	1101392;1101590;1101962;1102216;1102357;1102680;1102823	1275
XP_003666718.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1104323;1104831;1105113;1105646;1105745;1106032	1104624;1104975;1105516;1105673;1105945;1106181	1230
XP_003666719.1	NC_016478	1107354	1108595	1242
XP_003666720.1	NC_016478;NC_016478	1109316;1109590	1109496;1112654	3246
XP_003666721.1	NC_016478;NC_016478	1113243;1113572	1113504;1114260	951
XP_003666722.1	NC_016478;NC_016478;NC_016478;NC_016478	1114599;1114802;1115251;1115518	1114645;1115189;1115476;1115786	930
XP_003666723.1	NC_016478;NC_016478;NC_016478	1116578;1119131;1119408	1119070;1119242;1119745	2943
XP_003666724.1	NC_016478;NC_016478;NC_016478;NC_016478	1121297;1121447;1121636;1121749	1121373;1121565;1121670;1122975	1458
XP_003666725.1	NC_016478	1123151	1124335	1185
XP_003666726.1	NC_016478;NC_016478	1125139;1125478	1125392;1126738	1515
XP_003666727.1	NC_016478;NC_016478	1127551;1128032	1127776;1128060	255
XP_003666728.1	NC_016478	1128789	1131044	2256
XP_003666729.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1132199;1132468;1132848;1133391;1134301	1132353;1132790;1133311;1134215;1134429	1896
XP_003666730.1	NC_016478;NC_016478	1135876;1136132	1136043;1136869	906
XP_003666731.1	NC_016478;NC_016478	1137488;1137939	1137818;1138330	723
XP_003666732.1	NC_016478	1139155	1141155	2001
XP_003666733.1	NC_016478;NC_016478	1143403;1143851	1143786;1144012	546
XP_003666734.1	NC_016478;NC_016478	1145722;1146717	1146619;1147210	1392
XP_003666735.1	NC_016478;NC_016478;NC_016478	1148145;1148402;1149111	1148281;1148785;1149285	696
XP_003666736.1	NC_016478;NC_016478;NC_016478	1150144;1150579;1151463	1150427;1151379;1151796	1419
XP_003666737.1	NC_016478;NC_016478;NC_016478	1153538;1153799;1156055	1153719;1156003;1157789	4122
XP_003666738.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1158192;1158480;1159324;1159789;1159979;1160738;1160949;1161685;1162405;1162651;1163446;1164171;1164298	1158404;1158655;1159706;1159916;1160686;1160878;1161415;1161734;1162592;1163381;1163788;1164193;1164448	3702
XP_003666739.1	NC_016478	1167647	1169080	1434
XP_003666740.1	NC_016478;NC_016478;NC_016478;NC_016478	1169865;1170732;1170997;1172457	1170673;1170945;1172396;1173336	3303
XP_003666741.1	NC_016478;NC_016478;NC_016478;NC_016478	1174877;1174967;1175111;1175498	1174898;1174987;1175341;1176258	1035
XP_003666742.1	NC_016478;NC_016478	1176389;1176852	1176710;1177654	1125
XP_003666743.1	NC_016478;NC_016478;NC_016478	1178581;1178963;1180463	1178893;1180389;1180963	2241
XP_003666744.1	NC_016478;NC_016478	1181422;1182475	1182261;1182570	936
XP_003666745.1	NC_016478	1183469	1186471	3003
XP_003666746.1	NC_016478;NC_016478	1187952;1188565	1188490;1189105	1080
XP_003666747.1	NC_016478;NC_016478	1189841;1190154	1189907;1190521	435
XP_003666748.1	NC_016478;NC_016478	1191701;1191968	1191911;1192434	678
XP_003666749.1	NC_016478;NC_016478;NC_016478	1195183;1195783;1196200	1195639;1196113;1196326	915
XP_003666750.1	NC_016478;NC_016478;NC_016478;NC_016478	1198922;1199039;1199456;1199712	1198985;1199286;1199589;1199766	501
XP_003666751.1	NC_016478;NC_016478;NC_016478;NC_016478	1200043;1200389;1200479;1202207	1200337;1200422;1201973;1202665	2283
XP_003666752.1	NC_016478	1203864	1207019	3156
XP_003666753.1	NC_016478;NC_016478;NC_016478	1208763;1209303;1209581	1209098;1209478;1210073	1005
XP_003666754.1	NC_016478;NC_016478;NC_016478	1210458;1211451;1211796	1211306;1211660;1212221	1485
XP_003666755.1	NC_016478;NC_016478;NC_016478	1213024;1213417;1214063	1213353;1213979;1214183	1014
XP_003666756.1	NC_016478;NC_016478	1214840;1215270	1215209;1215316	417
XP_003666757.1	NC_016478;NC_016478;NC_016478;NC_016478	1215823;1215882;1215996;1216711	1215825;1215918;1216607;1217114	1056
XP_003666758.1	NC_016478;NC_016478	1218721;1219283	1219167;1219462	627
XP_003666759.1	NC_016478;NC_016478;NC_016478;NC_016478	1219692;1219918;1220389;1220698	1219864;1220278;1220543;1221118	1110
XP_003666760.1	NC_016478;NC_016478;NC_016478;NC_016478	1222542;1222814;1224144;1224282	1222754;1224080;1224228;1224591	1875
XP_003666761.1	NC_016478;NC_016478;NC_016478;NC_016478	1224730;1225128;1225289;1225669	1224881;1225220;1225538;1225932	759
XP_003666762.1	NC_016478;NC_016478;NC_016478;NC_016478	1226649;1226984;1227278;1228630	1226778;1227200;1228554;1228712	1707
XP_003666763.1	NC_016478;NC_016478;NC_016478	1230426;1233007;1234117	1232950;1234035;1235203	4641
XP_003666764.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1235398;1235503;1235594;1235734;1235923	1235451;1235524;1235598;1235764;1236233	423
XP_003666765.1	NC_016478;NC_016478;NC_016478	1242461;1243207;1244248	1242998;1244141;1244505	1731
XP_003666766.1	NC_016478	1248198	1248860	663
XP_003666767.1	NC_016478	1251278	1252087	810
XP_003666768.1	NC_016478;NC_016478	1252595;1252833	1252776;1254819	2169
XP_003666769.1	NC_016478	1255638	1256864	1227
XP_003666770.1	NC_016478	1257668	1258141	474
XP_003666771.1	NC_016478;NC_016478	1387645;1388097	1388027;1388178	465
XP_003666772.1	NC_016478	1396196	1397524	1329
NC_016478:00003	NC_016478	1398370	1398461	92
XP_003666773.1	NC_016478;NC_016478;NC_016478;NC_016478;NC_016478;NC_016478	1399057;1399780;1410183;1415996;1417795;1418438	1399565;1400462;1410193;1417654;1418335;1418472	3438
XP_003666774.1	NC_016478;NC_016478	1418775;1418905	1418850;1419038	210
XP_003666775.1	NC_016478	1419303	1420664	1362
XP_003666776.1	NC_016478	1421879	1423252	1374
MYCTH_t182	NC_016478	1423868	1423953	86
XP_003666777.1	NC_016478;NC_016478	1424254;1424647	1424516;1425412	1029
NC_016478:00005	NC_016478	1425625	1425696	72
XP_003666778.1	NC_016478;NC_016478;NC_016478	1427631;1428538;1429003	1428422;1428969;1429056	1278
MYCTH_t183	NC_016478	1429467	1429558	92
XP_003666779.1	NC_016478	1430282	1430878	597
